state,month,death,positive,recovered
MA,5,5510.548387096775,83309.19354838709,78108.0
MA,6,7632.933333333333,105495.5,88217.2
MA,7,8370.41935483871,112861.83870967742,95103.45161290323
MA,8,8833.387096774193,123311.74193548386,100834.96774193548
MA,9,9245.1,126189.76666666666,108495.36666666667
MA,10,9707.0,143519.7741935484,119014.3870967742
MA,11,10189.277777777777,175592.83333333334,132871.77777777778
MD,3,11.066666666666666,322.2962962962963,25.0
MD,4,531.8,10876.733333333334,713.7241379310345
MD,5,1989.7096774193549,38165.41935483871,2673.064516129032
MD,6,2939.7,61616.13333333333,4517.6
MD,7,3349.483870967742,76598.64516129032,5280.935483870968
MD,8,3636.1612903225805,99580.54838709677,5961.5161290322585
MD,9,3855.633333333333,117279.33333333333,7272.1
MD,10,4034.3548387096776,134599.38709677418,7863.967741935484
MD,11,4236.5,157196.0,8304.222222222223
ME,3,2.6,84.8,33.285714285714285
ME,4,28.1,745.2666666666667,337.7
ME,5,70.3225806451613,1682.516129032258,1041.741935483871
ME,6,100.33333333333333,2801.9,2182.4333333333334
ME,7,114.38709677419355,3614.0,3058.1612903225805
ME,8,127.45161290322581,4190.967741935484,3636.451612903226
ME,9,136.93333333333334,4946.733333333334,4283.3
ME,10,144.32258064516128,5915.322580645161,5105.8387096774195
ME,11,156.33333333333334,8024.166666666667,6184.777777777777
MI,3,155.73333333333332,5472.967741935484,
MI,4,2658.633333333333,34556.0,2742.285714285714
MI,5,5293.129032258064,56977.22580645161,25250.612903225807
MI,6,6024.733333333334,66722.9,44965.2
MI,7,6331.193548387097,79953.90322580645,54405.1935483871
MI,8,6592.258064516129,101958.29032258065,66985.96774193548
MI,9,6928.233333333334,125408.53333333334,85823.6
MI,10,7344.419354838709,161279.38709677418,106744.67741935483
MI,11,8086.611111111111,245769.22222222222,129096.38888888889
MN,3,4.2727272727272725,308.46153846153845,188.75
MN,4,127.26666666666667,3095.6,1006.5925925925926
MN,5,705.4516129032259,17841.870967741936,9834.09677419355
MN,6,1315.7333333333333,31406.9,26299.4
MN,7,1563.1935483870968,44756.93548387097,38966.032258064515
MN,8,1756.1612903225807,65124.74193548387,58008.709677419356
MN,9,1980.0,86907.26666666666,78751.26666666666
MN,10,2243.1290322580644,120618.03225806452,107107.16129032258
MN,11,2712.3888888888887,191171.72222222222,154464.83333333334
MO,3,4.722222222222222,248.16,
MO,4,152.26666666666668,4815.2,
MO,5,563.3225806451613,10652.0,
MO,6,896.4333333333333,16741.733333333334,
MO,7,1113.774193548387,32430.74193548387,
MO,8,1369.6451612903227,67250.25806451614,
MO,9,1784.8666666666666,106302.76666666666,
MO,10,2522.967741935484,153013.35483870967,
MO,11,3238.0555555555557,216326.0,
MP,3,0.0,0.5,
MP,4,1.8275862068965518,11.8,10.923076923076923
MP,5,2.0,19.0,12.548387096774194
MP,6,2.0,28.7,18.4
MP,7,2.0,35.25806451612903,24.483870967741936
MP,8,2.0,50.83870967741935,29.0
MP,9,2.0,62.96666666666667,29.0
MP,10,2.0,82.06451612903226,29.0
MP,11,2.0,99.0,29.0
MS,3,7.0,231.2,
MS,4,132.4,3657.366666666667,3413.0
MS,5,509.80645161290323,11099.09677419355,6601.1612903225805
MS,6,909.9333333333333,20416.433333333334,14621.466666666667
MS,7,1320.0,41231.54838709677,26490.09677419355
MS,8,2081.483870967742,72111.3870967742,51776.1935483871
MS,9,2737.1,91122.53333333334,77977.03333333334
MS,10,3155.967741935484,108821.2258064516,94973.45161290323
MS,11,3468.8888888888887,128310.11111111111,109573.16666666667
MT,3,2.5,42.72,
MT,4,9.233333333333333,381.56666666666666,256.6521739130435
MT,5,16.193548387096776,470.3225806451613,429.5483870967742
MT,6,19.366666666666667,659.7,526.3
MT,7,35.74193548387097,2275.7096774193546,1241.5483870967741
MT,8,82.64516129032258,5702.741935483871,4030.2258064516127
MT,9,142.4,9763.6,7295.366666666667
MT,10,247.25806451612902,22024.8064516129,13928.90322580645
MT,11,460.6666666666667,41333.5,24776.944444444445
NC,3,1.75,296.17857142857144,
NC,4,152.86666666666667,5618.8,
NC,5,637.3548387096774,18446.709677419356,11902.0
NC,6,1133.4,45858.5,28388.233333333334
NC,7,1599.3548387096773,93598.58064516129,67653.0
NC,8,2345.1612903225805,145148.2258064516,120119.32258064517
NC,9,3132.266666666667,188817.06666666668,164362.9
NC,10,3923.3870967741937,241768.03225806452,208095.03225806452
NC,11,4644.666666666667,297343.3333333333,256459.22222222222
ND,3,0.3684210526315789,32.68181818181818,19.6
ND,4,9.8,493.6333333333333,184.93333333333334
ND,5,32.483870967741936,1849.258064516129,1135.1935483870968
ND,6,67.53333333333333,3103.0666666666666,2680.6
ND,7,83.25806451612904,4818.677419354839,4009.1612903225805
ND,8,106.51612903225806,8800.806451612903,7261.0
ND,9,142.46666666666667,16553.666666666668,13483.4
ND,10,287.48387096774195,31264.290322580644,25660.516129032258
ND,11,513.6666666666666,56066.22222222222,45287.333333333336
NE,2,,,
NE,3,0.6923076923076923,41.370370370370374,
NE,4,26.733333333333334,1333.1333333333334,
NE,5,118.03225806451613,9544.677419354839,
NE,6,221.53333333333333,16764.3,10347.392857142857
NE,7,297.38709677419354,22065.25806451613,16337.741935483871
NE,8,361.0,30041.58064516129,22273.645161290322
NE,9,434.8666666666667,39184.9,29615.533333333333
NE,10,548.5483870967741,56057.06451612903,38147.25806451613
NE,11,719.1666666666666,85618.72222222222,48984.833333333336
NH,3,1.75,68.78571428571429,
NH,4,31.8,1175.5666666666666,405.6333333333333
NH,5,158.83870967741936,3445.6774193548385,1591.032258064516
NH,6,315.3333333333333,5292.633333333333,3845.2
NH,7,393.61290322580646,6139.774193548387,5095.451612903225
NH,8,423.93548387096774,6958.225806451613,6236.645161290323
NH,9,436.0,7766.866666666667,7051.866666666667
NH,10,461.6774193548387,9572.322580645161,8311.612903225807
NH,11,491.77777777777777,13073.444444444445,10283.277777777777
NJ,2,0.0,,
NJ,3,50.516129032258064,3425.8888888888887,
NJ,4,4278.0,72887.83333333333,11902.0
NJ,5,11597.0,144209.1935483871,20368.8064516129
